query_number,query_text,matched_codes,match_count
16290,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelServMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'),AND([MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtInvolvement] ANY 'Production|Distribution'))",NBSOverallFlag,1
16291,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelServMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16292,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelServMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16293,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelServMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[GMOInvolvement] ANY 'Agriculture',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16294,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[FossilFuelServMinRev] >= '0.2',[FossilFuelRevShareMin] >= '0.2',[OilSandsProdMinRev] >= '0.05',[OilSandsServMinRev] >= '0.2',[OilSandsRevShareMin] >= '0.2',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerServRevShareMin] >= '0.2',[NuclearPowerUraniumRevShareMin] >= '0.05',[NuclearPowerRevShareMin] >= '0.2',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyProdMinRev] > '0',[PornographyDistMinRev] >= '0.05',[TobaccoProdMinRev] > '0',[TobaccoDistMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[CannabisRecreationalInvolvement] ANY 'Production',[FossilFuelExplMinRev] >= '0.05',[TobaccoServMinRev] >= '0.05',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CannabisRecreationalInvolvement] ANY 'Production',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[NBSOverallFlag] IN 'RED',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[CoalMiningInvolvement] ANY 'Production|Exploration|Services'),AND([CannabisRecreationalInvolvement] ANY 'Distribution|Services',[CannabisRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]'))",NBSOverallFlag,1
16295,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[OilSandsProdMinRev] >= '0.05',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMin] >= '0.05',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[PornographyDistMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Production',[NBSOverallFlag] IN 'RED',[FossilFuelExplMinRev] >= '0.05',[OilSandsExplMinRev] >= '0.05',[AlcoholTotalProdMinRev] >= '0.05',[AlcoholDistributionMinRev] >= '0.05',[GamblingProdMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[MilitaryEqmtDistMinRev] >= '0.05',[MilitaryEqmtProdServMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production'),AND([HydraulicFracturingInvolvement] ANY 'Production',[HydraulicFracturingShareMin] >= '0.05'),AND([CannabisRevShareMin] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Distribution'))",NBSOverallFlag,1
16296,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[OilSandsProdMinRev] >= '0.05',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMin] >= '0.05',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[PornographyDistMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Production',[NBSOverallFlag] IN 'RED',[FossilFuelExplMinRev] >= '0.05',[OilSandsExplMinRev] >= '0.05',[AlcoholTotalProdMinRev] >= '0.05',[AlcoholDistributionMinRev] >= '0.05',[GMOAgricultureProdMinRev] >= '0.05',[MilitaryEqmtDistMinRev] >= '0.05',[MilitaryEqmtProdServMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[GamblingProdMinRev] >= '0.05',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production'),AND([HydraulicFracturingInvolvement] ANY 'Production',[HydraulicFracturingShareMin] >= '0.05'),AND([CannabisRecreationalInvolvement] ANY 'Distribution',[CannabisRevShareMin] >= '0.05'))",NBSOverallFlag,1
16297,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[OilSandsProdMinRev] >= '0.05',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMin] >= '0.05',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[PornographyDistMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Production',[NBSOverallFlag] IN 'RED|Amber',[FossilFuelExplMinRev] >= '0.05',[OilSandsExplMinRev] >= '0.05',[AlcoholTotalProdMinRev] >= '0.05',[AlcoholDistributionMinRev] >= '0.05',[GamblingProdMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[MilitaryEqmtDistMinRev] >= '0.05',[MilitaryEqmtProdServMinRev] >= '0.05',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production'),AND([HydraulicFracturingInvolvement] ANY 'Production',[HydraulicFracturingShareMin] >= '0.05'),AND([CannabisRevShareMin] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Distribution'))",NBSOverallFlag,1
16298,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[OilSandsProdMinRev] >= '0.05',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMin] >= '0.05',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[PornographyDistMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Production',[NBSOverallFlag] IN 'RED',[OilSandsExplMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[GamblingProdMinRev] >= '0.05',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production'),AND([HydraulicFracturingInvolvement] ANY 'Production',[HydraulicFracturingShareMin] >= '0.05'),AND([CannabisRecreationalInvolvement] ANY 'Distribution',[CannabisRevShareMin] >= '0.05'))",NBSOverallFlag,1
16299,"OR(OR([APMinesOverallFlag] IN 'RED',[BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[FossilFuelProdMinRev] >= '0.05',[FossilFuelDistMinRev] >= '0.2',[OilSandsProdMinRev] >= '0.05',[NuclearPowerProdRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMin] >= '0.05',[ArcticDrillingInvolvement] ANY 'Production|Exploration',[PornographyDistMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05',[FossilFuelExplMinRev] >= '0.05',[CannabisRecreationalInvolvement] ANY 'Production',[NBSOverallFlag] IN 'RED',[OilSandsExplMinRev] >= '0.05',[MilitaryEqmtDistMinRev] >= '0.05',[MilitaryEqmtProdServMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[GamblingProdMinRev] >= '0.05',[PornographyInvolvement] ANY 'Production',[TobaccoInvolvement] ANY 'Production'),AND([HydraulicFracturingInvolvement] ANY 'Production',[HydraulicFracturingShareMin] >= '0.05'),AND([CannabisRecreationalInvolvement] ANY 'Distribution',[CannabisRevShareMin] >= '0.05'))",NBSOverallFlag,1
16301,"OR(OR([APMinesOverallFlag] IN 'RED|Amber',[BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[NuclearWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[TobaccoInvolvement] ANY 'Production',[PornographyInvolvement] ANY 'Production',[MilitaryEqmtRevShareMax] > '0.5',[CoalMiningAndPowGenRevShareMax] > '0.05',[NBSOverallFlag] == 'RED',[FossilFuelTotOilProdRevShareMax] > '0.05',[GamblingProdMaxRev] > '0.05'),AND([CoalMiningInvolvement] ANY 'Distribution|Services',[CoalMiningRevShareMaxTotal] > '0.5'),AND([TobaccoInvolvement] ANY 'Distribution|Services',[TobaccoRevShareMax] > '0.1'),AND([PornographyInvolvement] ANY 'Distribution|Services',[PornographyRevShareMax] > '0.1'),AND([GamblingInvolvement] ANY 'Distribution|Services',[GamblingRevShareMax] > '0.1'))",NBSOverallFlag,1
16303,"OR(OR([APMinesTotalReds] > '0',[BiologicalWeaponsTotalReds] > '0',[ChemicalWeaponsTotalReds] > '0',[ClusterMunitionsTotalReds] > '0',[DepletedUraniumTotalReds] > '0',[NuclearWeaponsTotalReds] > '0',[NuclearWeaponsNonNPTTotalReds] > '0',[TobaccoProdMaxRev] > '0',[NBSOverallFlag] == 'RED'),AND([FossilFuelCoalExtractRevShareMax] <= '0.01',[FossilFuelCoalRefProcRevShareMax] <= '0.01',[FossilFuelCoalTradeRevShareMax] >= '0.01'),AND([FossilFuelOilExtractRevShareMax] >= '0.1',[FossilFuelOilRefProcRevShareMax] >= '0.1',[FossilFuelDistMaxRev] >= '0.1'),AND([FossilFuelGasExtractRevShareMax] >= '0.5',[FossilFuelGasRefProcRevShareMax] >= '0.5',[FossilFuelDistMaxRev] >= '0.5'),AND([FossilFuelTotalPowerRevShareMax] >= '0.5',[PowGenRevShareBioMassMax] >= '0.5'))",NBSOverallFlag,1
16304,"OR(OR([APMinesVerInvRedAmber] True,[BiologicalWeaponsVerInvRedAmber] True,[ChemicalWeaponsVerInvRedAmber] True,[ClusterMunitionsVerInvRedAmber] True,[DepletedUraniumVerInvRedAmber] True,[IncendiaryWeaponsVerInvRedAmber] True,[NuclearWeaponsINPTVerInvRedAmber] True,[NuclearWeaponsONPTVerInvRedAmber] True,[WhitePhosphorusVerInvRedAmber] True,[NBSOverallScore] >= '7'),OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCAChildLabourControversy] True,[CCAInadequateClimateChgPerform] IN '[0-30)|[30-35)|[35-40)|[40-45)|[45-50)',[CCACorruptionPerceptionIndex] IN '[0-30)|[30-40)|[40-50)',[CCADeathPenalty] IN 'Death penalty applied|Death penalty not fully abolished',[CCADiscriminationControversy] True,[CCAFreedomofAssocControversy] True,[CCAFreedomSpeechPressControversy] True,[CCAHumanRightsControversies] True,[CCALabourRightsControversies] True,[CCAMilitaryBudgetPCTGDP] IN '[3%-4%)|[4%-5%)|[5%-100%]',[CCANuclearPower] == 'Nuclear Power > 10% of total primary energy supply and no moratorium on building NP plants and no decision on abandoning NP plants',[CCANuclearWeaponsPossession] True,[CCANuclearWeaponsSignatory] == 'Non-Signatory',[CCABiodiversityCBDR] == 'Non-Ratifier',[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[CCACoalPowerGen] == 'Coal Power Generation > 25% of TPES & no decision on abandoning coal power and no moratorium on coal-fired power plants',[CCAWhalingPermitted] True,[CtRScNatureConservation] IN 'D+|D|D-',[CtRScMaterialConsumption] IN 'D+|D|D-'),OR([FossilFuelTotCoalProdRevShareMin] >= '0.05',[FossilFuelTotGasProdRevShareMin] >= '0.5',[FossilFuelGasExtractRevShareMin] >= '0.1',[FossilFuelTotOilProdRevShareMin] >= '0.5',[FossilFuelOilExtractRevShareMin] >= '0.1',[ArcticDrillingShareMin] >= '0.1',[HydraulicFracturingInvolvement] ANY 'Production',[OilSandsRevShareMin] >= '0.1',[NuclearPowerProdRevShareMax] > '0',[NuclearPowerRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMax] > '0',[NuclearPowerServRevShareMin] >= '0.05'),OR([AbortionAnyTie] True,[AlcoholSpiritsProdMinRev] >= '0.05',[AlcoholDistributionMinRev] >= '0.05',[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[AnimalWelfareInvolvement] ANY 'Factory Farming',[ContraceptivesProdMaxRevRatio1Y] > '0',[GamblingProdMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[GMOAgricultureDistSigInvolvement] ANY 'At least 10%',[GMOAgricultureUserSigInvolvement] ANY 'At least 10%',[GMOAgricultureProdMinRev] >= '0.05',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[HazardousSubstThirdPartyLists] ANY 'REACH Authorisation List',[StemCellHumanEmbryonicSCResearch] True,[StemCellSpecializedCompany] True,[StemCellContractResearchOrg] True,[MilitaryEqmtDistMinRev] >= '0.05',[PornographyDistMinRev] >= '0.03',[StemCellCloning] True,[TobaccoProdMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05 ',[ViolentVideoGamesRevShareMin] >= '0.05',[PornographyProdMaxRev] > '0',[CivFADistMinRev] >= '0.05'),AND([HydraulicFracturingInvolvement] ANY 'Services',[HydraulicFracturingShareMin] >= '0.1'),AND([MilitaryEqmtInvolvement] ANY 'Services',[MilitaryEqmtProdServMinRev] >= '0.05'),AND([MilitaryEqmtInvolvement] ANY 'Production',[MilitaryEqmtProdServMinRev] >= '0.05'),AND([CannabisRecreationalInvolvement] ANY 'Distribution',[CannabisRecreationalMaxRev] >= '0.05'),AND([CannabisRecreationalInvolvement] ANY 'Production',[CannabisRecreationalMaxRev] >= '0.05'),AND([AbortifacientsProdMaxRevRatio1Y] > '0',[AbortifacientsIndicatedAbortion] True),AND([CivFAInvolvement] ANY 'Services',[CivFAProdServMinRev] >= '0.05'),AND([CivFAInvolvement] ANY 'Production',[CivFAProdServMinRev] >= '0.05'))",AnimalWelfareInvolvement,1
16305,"OR(OR([APMinesVerInvRedAmber] True,[BiologicalWeaponsVerInvRedAmber] True,[ChemicalWeaponsVerInvRedAmber] True,[ClusterMunitionsVerInvRedAmber] True,[DepletedUraniumVerInvRedAmber] True,[IncendiaryWeaponsVerInvRedAmber] True,[NuclearWeaponsINPTVerInvRedAmber] True,[NuclearWeaponsONPTVerInvRedAmber] True,[WhitePhosphorusVerInvRedAmber] True),OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCAChildLabourControversy] True,[CCADeathPenalty] IN 'Death penalty applied|Death penalty not fully abolished',[CCADiscriminationControversy] True,[CCAFreedomofAssocControversy] True,[CCAFreedomSpeechPressControversy] True,[CCAHumanRightsControversies] True,[CCALabourRightsControversies] True,[CCAMilitaryBudgetPCTGDP] IN '[3%-4%)|[4%-5%)|[5%-100%]',[CCANuclearPower] == 'Nuclear Power > 10% of total primary energy supply and no moratorium on building NP plants and no decision on abandoning NP plants',[CCANuclearWeaponsPossession] True,[CCANuclearWeaponsSignatory] == 'Non-Signatory',[CCABiodiversityCBDR] == 'Non-Ratifier',[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[CCACoalPowerGen] == 'Coal Power Generation > 25% of TPES & no decision on abandoning coal power and no moratorium on coal-fired power plants',[CCAWhalingPermitted] True),OR([FossilFuelTotCoalProdRevShareMin] >= '0.05',[FossilFuelTotGasProdRevShareMin] >= '0.5',[FossilFuelGasExtractRevShareMin] >= '0.1',[FossilFuelTotOilProdRevShareMin] >= '0.5',[FossilFuelOilExtractRevShareMin] >= '0.1',[ArcticDrillingShareMin] >= '0.1',[HydraulicFracturingInvolvement] ANY 'Production',[OilSandsRevShareMin] >= '0.1',[NuclearPowerProdRevShareMax] > '0',[NuclearPowerRevShareMin] >= '0.05',[NuclearPowerUraniumRevShareMax] > '0',[NuclearPowerServRevShareMin] >= '0.05'),OR([AbortionAnyTie] True,[AnimalWelfareAnimTestInvolvement] ANY 'Non-Pharmaceutical',[AnimalWelfareInvolvement] ANY 'Factory Farming',[ContraceptivesProdMaxRevRatio1Y] > '0',[GamblingProdMinRev] >= '0.05',[GamblingDistMinRev] >= '0.05',[GMOAgricultureDistSigInvolvement] ANY 'At least 10%',[GMOAgricultureUserSigInvolvement] ANY 'At least 10%',[GMOAgricultureProdMinRev] >= '0.05',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[StemCellHumanEmbryonicSCResearch] True,[StemCellSpecializedCompany] True,[StemCellContractResearchOrg] True,[MilitaryEqmtDistMinRev] >= '0.05',[PornographyDistMinRev] >= '0.03',[StemCellCloning] True,[TobaccoProdMinRev] >= '0.05',[TobaccoDistMinRev] >= '0.05 ',[PornographyProdMaxRev] > '0',[CivFADistMinRev] >= '0.05'),AND([HydraulicFracturingInvolvement] ANY 'Services',[HydraulicFracturingShareMin] >= '0.1'),AND([MilitaryEqmtInvolvement] ANY 'Services',[MilitaryEqmtProdServMinRev] >= '0.05'),AND([MilitaryEqmtInvolvement] ANY 'Production',[MilitaryEqmtProdServMinRev] >= '0.05'),AND([AbortifacientsProdMaxRevRatio1Y] > '0',[AbortifacientsIndicatedAbortion] True),AND([CivFAInvolvement] ANY 'Services',[CivFAProdServMinRev] >= '0.05'),AND([CivFAInvolvement] ANY 'Production',[CivFAProdServMinRev] >= '0.05'))",AnimalWelfareInvolvement,1
