query_number,query_text,matched_codes,match_count
10959,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services')",FossilFuelInvolvement,1
10960,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[AbortionAnyTie] True,[AbortifacientsInvolvement] ANY 'Production|Distribution|Services',[ContraceptivesInvolvement] ANY 'Production|Distribution|Services',[EuthanasiaInvolvement] ANY 'Pharmaceuticals|Active Euthanasia',[StemCellAnyTie] True,[GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PorkInvolvement] ANY 'Production|Distribution',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[ViolentVideoGamesInvolvement] ANY 'Production',[AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[GreenBrownExpInvolved] True,[ControversialCellLinesAnyTie] True,[InVitroFertilizationInvolvement] ANY 'Healthcare Service|Research')","FossilFuelInvolvement, AnimalWelfareInvolvement",2
10961,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services',[MilitaryEqmtInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[AbortionAnyTie] True,[AbortifacientsInvolvement] ANY 'Production|Distribution|Services',[ContraceptivesInvolvement] ANY 'Production|Distribution|Services',[EuthanasiaInvolvement] ANY 'Pharmaceuticals|Active Euthanasia',[StemCellAnyTie] True,[GMOInvolvement] ANY 'Agriculture|Pharmaceutical|Other',[AlcoholInvolvement] ANY 'Production|Distribution|Services',[GamblingInvolvement] ANY 'Production|Distribution|Services',[PorkInvolvement] ANY 'Production|Distribution',[PornographyInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[ViolentVideoGamesInvolvement] ANY 'Production',[AnimalWelfareInvolvement] ANY 'Animal Testing|Factory Farming|Fur & Exotic Leather|Live Export|Aquaculture',[CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[ForProfitCorrFacInvolvement] True,[HazardousPestProdSigInvolvement] ANY 'Less than 5%|At least 5%',[PredatoryLendingInvolvement] True,[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)|User (Production)|Distribution',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[GreenBrownExpInvolved] True)","FossilFuelInvolvement, AnimalWelfareInvolvement",2
10962,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[HydraulicFracturingInvolvement] ANY 'Production|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[PowGenInvolvement] ANY 'Production',[ShaleOilGasInvolvement] ANY 'Production|Services')",FossilFuelInvolvement,1
10964,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution',[HydraulicFracturingInvolvement] ANY 'Production',[OilSandsInvolvement] ANY 'Production|Exploration',[ShaleOilGasInvolvement] ANY 'Production',[NuclearPowerInvolvement] ANY 'Production')",FossilFuelInvolvement,1
10965,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[PowGenInvolvement] ANY 'Production',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[HydraulicFracturingInvolvement] ANY 'Production|Services',[ShaleOilGasInvolvement] ANY 'Production|Services')",FossilFuelInvolvement,1
10983,"OR([ArcticDrillingInvolvement] ANY 'Production|Exploration',[OilSandsInvolvement] ANY 'Production|Exploration',[ShaleOilGasInvolvement] ANY 'Production',[HydraulicFracturingInvolvement] ANY 'Production',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services')",FossilFuelInvolvement,1
11000,"OR([ArcticDrillingShareMax] > '0',[OilSandsRevShareMax] > '0',[OilSandsInvolvement] ANY 'Production|Exploration|Services',[HydraulicFracturingShareMax] > '0',[HydraulicFracturingInvolvement] ANY 'Production|Services',[FossilFuelRevShareMax] > '0',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelTotOilProdRevShareMax] > '0',[PowGenRevShareOilMax] > '0',[FossilFuelTotGasProdRevShareMax] > '0',[PowGenRevShareGasMax] > '0',[issuerID] == '0')",FossilFuelInvolvement,1
11041,"OR([BiologicalWeaponsOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',NOT ([ChemicalWeaponsOverallFlag] IN 'RED'),[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[IncendiaryWeaponsOverallFlag] == 'RED',[TobaccoProdMaxRev] > '0',[PowGenRevShareBioMassMin] > '0.5',[FossilFuelTotalPowerRevShareMin] > '0.5',[FossilFuelTotCoalProdRevShareMin] > '0.01',[FossilFuelCoalTradeRevShareMin] > '0.01',[FossilFuelTotOilProdRevShareMin] > '0.1',[FossilFuelTotGasProdRevShareMin] > '0.5',[FossilFuelDistMinRev] > '0.1',[NBSOverallFlag] == 'RED',[NBRChildLabourSeverityIndicator] IN 'Very Severe|Severe',[NBRForcedLabourSeverityIndicator] IN 'Very Severe|Severe')",NBSOverallFlag,1
11065,"OR([BiologicalWeaponsOverallFlag] == 'Red',[ChemicalWeaponsOverallFlag] == 'Red',[NuclearWeaponsNonNPTOverallFlag] == 'Red',[ClusterMunitionsOverallFlag] == 'Red',[APMinesOverallFlag] == 'Red',[NBSOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED')",NBSOverallFlag,1
11066,"OR([BiologicalWeaponsOverallFlag] == 'Red',[ChemicalWeaponsOverallFlag] == 'Red',[NuclearWeaponsNonNPTOverallFlag] == 'Red',[ClusterMunitionsOverallFlag] == 'Red',[APMinesOverallFlag] == 'Red',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
11067,"OR([BiologicalWeaponsOverallFlag] == 'Red',[ChemicalWeaponsOverallFlag] == 'Red',[NuclearWeaponsNonNPTOverallFlag] == 'Red',[ClusterMunitionsOverallFlag] == 'Red',[APMinesOverallFlag] == 'Red',[NBSOverallFlag] IN 'RED')",NBSOverallFlag,1
11085,"OR([BiologicalWeaponsOverallFlag] == 'RED',[NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[TobaccoProdMinRev] > '0')",NBSOverallFlag,1
11092,"OR([BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[APMinesOverallFlag] IN 'RED',[IncendiaryWeaponsOverallFlag] IN 'RED',[NBSOverallFlag] IN 'RED')",NBSOverallFlag,1
11093,"OR([BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[APMinesOverallFlag] IN 'RED',[IncendiaryWeaponsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NBSOverallFlag] IN 'RED')",NBSOverallFlag,1
11096,"OR([BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[APMinesOverallFlag] IN 'RED',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
11097,"OR([BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[APMinesOverallFlag] IN 'RED',[NBSOverallFlag] IN 'RED|Amber')",NBSOverallFlag,1
11101,"OR([BiologicalWeaponsOverallFlag] IN 'RED',[ChemicalWeaponsOverallFlag] IN 'RED',[NuclearWeaponsOverallFlag] IN 'RED',[NuclearWeaponsNonNPTOverallFlag] IN 'RED',[ClusterMunitionsOverallFlag] IN 'RED',[DepletedUraniumOverallFlag] IN 'RED',[APMinesOverallFlag] IN 'RED',[NBSOverallFlag] == 'RED')",NBSOverallFlag,1
11118,"OR([BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[APMinesOverallFlag] IN 'RED|Amber',[DepletedUraniumOverallFlag] IN 'RED|Amber',[NBSOverallFlag] IN 'RED')",NBSOverallFlag,1
11120,"OR([BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[APMinesOverallFlag] IN 'RED|Amber',[NBSOverallFlag] IN 'RED|Amber',[NuclearWeaponsOverallFlag] IN 'RED|Amber',[DepletedUraniumOverallFlag] IN 'RED|Amber')",NBSOverallFlag,1
11121,"OR([BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[APMinesOverallFlag] IN 'RED|Amber',[NBSOverallFlag] IN 'RED|Amber')",NBSOverallFlag,1
11142,"OR([BiologicalWeaponsOverallFlag] IN 'RED|Amber|Green',[ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[DepletedUraniumOverallFlag] IN 'RED|Amber|Green',[APMinesOverallFlag] IN 'RED|Amber|Green',[NBSOverallFlag] IN 'RED|Amber|Green',[IncendiaryWeaponsOverallFlag] IN 'RED|Amber|Green',[WhitePhosphorusOverallFlag] IN 'RED|Amber|Green',[TobaccoInvolvement] ANY 'Production',[TobaccoRevShareInterval] IN '[0-0%]|(0-1%)|[1-5%)|[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]')",NBSOverallFlag,1
11184,"OR([CannabisInvolvement] ANY 'Production|Distribution|Services|Experimentation',[PalmOilInvolvement] ANY 'Grower (Production)|Processor (Production)',[TobaccoRevShareMaxAgg] < '0.05',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution',[NuclearPowerInvolvement] ANY 'Production',[FossilFuelInvolvement] ANY 'Production|Exploration')",FossilFuelInvolvement,1
11207,"OR([CarbonReservesInvolvement] ANY 'Coal',[ThermCoalAndPowGenRevShareMin] > '0',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[CoalMiningRevShareMinTotal] > '0',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMin] > '0',[FossilFuelDistMinRev] > '0',[FossilFuelExplMinRev] > '0',[FossilFuelProdMinRev] > '0',[FossilFuelServMinRev] > '0',[FossilFuelTotalExtracRevShareMin] > '0',[FossilFuelTotalRefProRevShareMin] > '0')",FossilFuelInvolvement,1
11212,"OR([CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[NuclearPowerInvolvement] ANY 'Production|Services',[PowGenInvolvement] ANY 'Production')",FossilFuelInvolvement,1
11214,"OR([CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[EnergyExtractivesInvolvement] ANY 'Extractives',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[NBSOverallScore] >= '4',[GamblingProdMaxRev] >= '0.05',[TobaccoRevShareMaxAgg] >= '0.05',[AnimalWelfareAnimTestInvolvement] ANY 'Pharmaceutical|Non-Pharmaceutical',[AnimalWelfareProfileNote] CTN 'not blank',[AlcoholRevShareMax] >= '0.05',[PornographyDistMaxRev] >= '0.05')",FossilFuelInvolvement,1
11215,"OR([CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[EnergyExtractivesProfileNote] CTN 'fossil',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services')",FossilFuelInvolvement,1
11222,"OR([CarbonReservesInvolvement] ANY 'Coal|Oil and Gas',[ThermCoalAndPowGenRevShareMin] > '0',[CoalMiningInvolvement] ANY 'Production|Exploration|Distribution|Services',[CoalMiningRevShareMinTotal] > '0',[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[FossilFuelRevShareMin] > '0',[FossilFuelDistMinRev] > '0',[FossilFuelExplMinRev] > '0',[FossilFuelProdMinRev] > '0',[FossilFuelServMinRev] > '0',[FossilFuelTotalExtracRevShareMin] > '0',[FossilFuelTotalRefProRevShareMin] > '0')",FossilFuelInvolvement,1
11223,"OR([CarbonRRRatingCategoryGroup] == 'Climate Laggard',OR([NBSOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED'))",NBSOverallFlag,1
11300,"OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[APMinesOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[NBSOverallFlag] == 'RED',[issuerID] == '0',[NuclearWeaponsNonNPTOverallFlag] == 'RED')",NBSOverallFlag,1
11315,"OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCACorruptionPerceptionIndex] == '[0-30)',[NBSOverallFlag] IN 'RED',[issuerID] == '0')",NBSOverallFlag,1
11320,"OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCACorruptionPerceptionIndexNum] < '25',[NBSOverallFlag] IN 'RED')",NBSOverallFlag,1
11337,"OR([CCAAuthoritarianRegimeFreedom] == 'Not Free',[NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[MilitaryEqmtRevShareMax] > '0.1',[TobaccoProdMaxRev] > '0.05',[CoalMiningRevShareMaxThermal] > '0.3',[PowGenRevShareCoalMax] > '0.3')",NBSOverallFlag,1
11393,"OR([CCAClimateParisAgremntRatify] == 'Non-Ratifier',[CCABiodiversityCBDR] == 'Non-Ratifier',[CCAHumanRightsControversies] True,[CCADiscriminationControversy] True,[CCALabourRightsControversies] True,[CCAChildLabourControversy] True,[CCAFreedomofAssocControversy] True,[CCANuclearWeaponsPossession] True,[CCAMoneyLaunderingControversy] True,[NBSOverallScore] == '10',[CRScEnvLendingGuidelinesNum] < '1.5',[CRScLendingGuideCFPPNum] < '1.5',[CRScLendingGuideOilGasNum] < '1.5',[CRScLendingGuideNuclearNum] < '1.5',[CRScSocialLendingGuidelinesNum] < '1.5',[CRBusEthicsRatingNum] < '1.75',[FossilFuelInvolvement] ANY 'Production',[NuclearPowerInvolvement] ANY 'Production')",FossilFuelInvolvement,1
11412,"OR([CCADeathPenalty] == 'Death penalty applied',[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[Biodiversity] False,[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCACorruptionPerceptionIndexNum] < '50',[CCAMoneyLaunderingControversy] True,[AntiPersonnelMines] False,[BiologicalWeapons] False,[ChemicalWeapons] False,[NonProliferationOfNuclearWeapons] False,[ILO100EqualRemuneration] False,[ILO105AbolitionOfForcedLabour] False,[ILO111Discrimination] False,[ILO138MinimumAge] False,[ILO182WorstFormsOfChildLabour] False,[ILO87FreedomOfAssociation] False,[ILO98CollectiveBargaining] False,[NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[FossilFuelTotalExtracRevShareMax] > '0',[FossilFuelTotalRefProRevShareMax] > '0',[NuclearPowerInvolvement] ANY 'Production',[issuerID] == '0',[ILO29ForcedLabour] False,[CivilPoliticalRights] False,[TortureandOtherCruelTreatment] False,[RightsOfTheChild] False,[DiscriminationAgainstWomen] False,[EconomicSocialAndCulturalRights] False,[RacialDiscrimination] False,[PreventAndPunishGenocide] False,[FossilFuelDistMaxRev] > '0')",NBSOverallFlag,1
11413,"OR([CCADeathPenalty] == 'Death penalty applied',[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[Biodiversity] False,[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCACorruptionPerceptionIndexNum] < '50',[CCAMoneyLaunderingControversy] True,[AntiPersonnelMines] False,[BiologicalWeapons] False,[ChemicalWeapons] False,[NonProliferationOfNuclearWeapons] False,[ILO100EqualRemuneration] False,[ILO105AbolitionOfForcedLabour] False,[ILO111Discrimination] False,[ILO138MinimumAge] False,[ILO182WorstFormsOfChildLabour] False,[ILO87FreedomOfAssociation] False,[ILO98CollectiveBargaining] False,[NBSOverallFlag] == 'RED',[APMinesOverallFlag] == 'RED',[BiologicalWeaponsOverallFlag] == 'RED',[ChemicalWeaponsOverallFlag] == 'RED',[ClusterMunitionsOverallFlag] == 'RED',[DepletedUraniumOverallFlag] == 'RED',[NuclearWeaponsOverallFlag] == 'RED',[NuclearWeaponsNonNPTOverallFlag] == 'RED',[WhitePhosphorusOverallFlag] == 'RED',[FossilFuelTotalExtracRevShareMax] > '0',[FossilFuelTotalRefProRevShareMax] > '0',[NuclearPowerInvolvement] ANY 'Production',[issuerID] == '0',[ILO29ForcedLabour] False,[CivilPoliticalRights] False,[TortureandOtherCruelTreatment] False,[RightsOfTheChild] False,[DiscriminationAgainstWomen] False,[EconomicSocialAndCulturalRights] False,[RacialDiscrimination] False,[PreventAndPunishGenocide] False)",NBSOverallFlag,1
11450,"OR([ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[issuerID] < '0',[FossilFuelRevShareMax] > '0.3',[NBSOverallFlag] IN 'RED|Amber|Green',[NBSOverallScore] > '0',[ClimateTotalEmissions] >= '0')",NBSOverallFlag,1
11451,"OR([ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[AlcoholRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[TobaccoRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[MilitaryEqmtRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[PornographyRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[GamblingRevShareInterval] IN '[5-10%)|[10-15%)|[15-20%)|[20-25%)|[25-50%)|[50-100%]',[issuerID] < '0',[FossilFuelRevShareMax] > '0.3',[NBSOverallFlag] IN 'RED|Amber|Green',[NBSOverallScore] > '0')",NBSOverallFlag,1
11452,"OR([ChemicalWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsOverallFlag] IN 'RED|Amber|Green',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber|Green',[ClusterMunitionsOverallFlag] IN 'RED|Amber|Green',[AlcoholRevShareMax] >= '0',[AlcoholRevShareMin] >= '0',[TobaccoRevShareMax] >= '0',[TobaccoRevShareMin] >= '0',[MilitaryEqmtRevShareMax] >= '0',[MilitaryEqmtRevShareMin] >= '0',[PornographyRevShareMax] >= '0',[PornographyRevShareMin] >= '0',[GamblingRevShareMax] >= '0',[GamblingRevShareMin] >= '0',[CoalMiningRevShareMaxTotal] >= '0',[CoalMiningRevShareMinTotal] >= '0',[FossilFuelRevShareMax] >= '0',[FossilFuelRevShareMin] >= '0',[NBSOverallFlag] IN 'RED|Amber|Green',[NBSOverallScore] >= '1',[SusSolOverallScore] >= '1',[SusSolSocialScore] >= '1',[SusSolEnvironmentalScore] >= '1',[SusSolAlleviatingPovertyScore] >= '1',[SusSolAttainingGenEqualityScore] >= '1',[SusSolCombatingHungerScore] >= '1',[SusSolDeliveringEducationScore] >= '1',[SusSolEnsuringHealthScore] >= '1',[SusSolOtherSocialScore] >= '1',[SusSolProvidingBasicSrvcsScore] >= '1',[SusSolSafeguardingPeaceScore] >= '1',[SusSolAchievingSusAgForestScore] >= '1',[SusSolConservingWaterScore] >= '1',[SusSolContSusEnergyUseScore] >= '1',[SusSolMitigatingClimateChngScore] >= '1',[SusSolOptimisingMaterialUseScore] >= '1',[SusSolOtherEnvironmentalScore] >= '1',[SusSolPresrvngMarineEcosysScore] >= '1',[SusSolPresrvngTerrEcosysScore] >= '1',[SusSolPromotingSusBuildingsScore] >= '1')",NBSOverallFlag,1
11495,"OR([CivFAAssaultWeaponsInvolvement] ANY 'Production|Distribution|Services',[CivFAInvolvement] ANY 'Production|Distribution|Services',[TobaccoInvolvement] ANY 'Production|Distribution|Services',[AnimalWelfareAnimTestInvolvement] ANY 'Pharmaceutical|Non-Pharmaceutical',[PredatoryLendingInvolvement] True,[NBSIsLabourDiscriminationRacial] True,[NBSIsLabourDiscriminationGender] True,[FossilFuelInvolvement] ANY 'Production|Exploration|Distribution|Services',[EUTaxOtherOrgBasChemInvolvement] True,[AnimalWelfareAnimTestPolicy] True,[AnimalWelfareProfileNote] CTN 'Entertainment',[PredatoryLendingProfileNote] CTN 'support')",FossilFuelInvolvement,1
11525,"OR([CivFAInvolvement] ANY 'Production',[MilitaryEqmtCombatInvolvement] ANY 'Production|Distribution|Services',[APMinesOverallFlag] IN 'RED|Amber',[BiologicalWeaponsOverallFlag] IN 'RED|Amber',[ChemicalWeaponsOverallFlag] IN 'RED|Amber',[ClusterMunitionsOverallFlag] IN 'RED|Amber',[DepletedUraniumOverallFlag] IN 'RED|Amber',[IncendiaryWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsOverallFlag] IN 'RED|Amber',[NuclearWeaponsNonNPTOverallFlag] IN 'RED|Amber',[WhitePhosphorusOverallFlag] IN 'RED|Amber',[NuclearPowerRevShareMax] > '0',[StemCellHumanEmbryonicSCResearch] True,[GamblingProdMaxRev] > '0.1',[GamblingDistMaxRev] > '0.1',[GamblingServMaxRev] > '0.1',[PornographyDistMaxRev] > '0.1',[PornographyProdMaxRev] > '0.1',[AlcoholDistributionMaxRev] > '0.1',[AlcoholTotalProdMaxRev] > '0.1',[TobaccoDistMaxRev] > '0.1',[TobaccoProdMaxRev] > '0.1',[TobaccoServMaxRev] > '0.1',[HazardousPestProdSigInvolvement] ANY 'At least 5%',[AnimalWelAnimTestLegalReqStatem] ANY 'Beyond Legal Requirements',[AnimalWelfareInvolvement] ANY 'Factory Farming',[FossilFuelDistMaxRev] > '0.1',[FossilFuelExplMaxRev] > '0.1',[OilSandsRevShareMax] > '0',[ShaleOilGasInvolvement] ANY 'Production',[ArcticDrillingShareMax] > '0',[DeepwaterDrillingInvolvement] True,[CCAClimateParisAgremntRatify] == 'Non-Ratifier',[CCADeathPenalty] IN 'Death penalty applied|Death penalty not fully abolished',[CCAAuthoritarianRegimeFreedom] == 'Not Free',[CCABiodiversityCBDR] == 'Non-Ratifier',[CCAMilitaryBudgetPCTGDP] IN '[0%-2%)|[2%-3%)|[3%-4%)|[4%-5%)|[5%-100%]',[CCACorruptionPerceptionIndex] IN '[0-30)|[30-40)|[40-50)',[NBSOverallFlag] == 'RED',[NBROverallSeverityIndicator] == 'Very Severe',[CoalMiningRevShareMinTotal] > '0')","AnimalWelfareInvolvement, NBSOverallFlag",2
